"";"spp";"parc";"dap"
"458";"Helicostylis tomentosa";"FSN_Plot_023";0,0557
"459";"Swartzia myrtifolia";"FSN_Plot_023";0,0414
"460";"Pourouma guianensis";"FSN_Plot_023";0,2069
"461";"Ocotea dispersa";"FSN_Plot_023";0,0589
"462";"Nyctaginaceae";"FSN_Plot_023";0,0882
"463";"Virola bicuhyba";"FSN_Plot_023";0,1146
"464";"Casearia ulmifolia";"FSN_Plot_023";0,0707
"465";"Cupania vernalis";"FSN_Plot_023";0,0344
"466";"Siparuna guianensis";"FSN_Plot_023";0,0382
"467";"Piptadenia gonoacantha";"FSN_Plot_023";0,2992
"468";"Siparuna guianensis";"FSN_Plot_023";0,0592
"469";"Casearia gossypiosperma";"FSN_Plot_024";0,234
"470";"Vernonanthura diffusa";"FSN_Plot_024";0,0665
"471";"Sorocea bonplandii";"FSN_Plot_024";0,0414
"472";"Mollinedia schottiana";"FSN_Plot_024";0,0334
"473";"Protium warmingiana";"FSN_Plot_024";0,0627
"474";"Copaifera langsdorffii";"FSN_Plot_024";0,0407
"475";"Schefflera morototoni";"FSN_Plot_024";0,0414
"476";"Protium warmingiana";"FSN_Plot_024";0,0439
"477";"Bathysa nicholsonii";"FSN_Plot_024";0,0576
"478";"Sorocea bonplandii";"FSN_Plot_024";0,0742
"479";"Trichilia catigua";"FSN_Plot_024";0,1674
"480";"Pisonia ambigua";"FSN_Plot_024";0,2674
"481";"Siparuna guianensis";"FSN_Plot_024";0,0477
"482";"Siparuna guianensis";"FSN_Plot_024";0,0372
"483";"Astronium fraxinifolium";"FSN_Plot_024";0,0716
"484";"Astronium fraxinifolium";"FSN_Plot_024";0,0764
"485";"Siparuna guianensis";"FSN_Plot_024";0,0579
"486";"Annona neolaurifolia";"FSN_Plot_024";0,3533
"487";"Piptadenia gonoacantha";"FSN_Plot_024";0,0455
"488";"Guatteria australis";"FSN_Plot_024";0,0357
"489";"Protium warmingiana";"FSN_Plot_024";0,0411
"490";"Guarea macrophylla";"FSN_Plot_024";0,5103
"491";"Siparuna guianensis";"FSN_Plot_024";0,0379
"492";"Siparuna guianensis";"FSN_Plot_025";0,0579
"493";"Siparuna guianensis";"FSN_Plot_025";0,0471
"494";"Siparuna guianensis";"FSN_Plot_025";0,0474
"495";"Virola gardneri";"FSN_Plot_025";0,0382
"496";"Ixora gardneriana";"FSN_Plot_025";0,0357
"497";"Sorocea hilariana";"FSN_Plot_025";0,158273295
"498";"Sterculia curiosa";"FSN_Plot_025";1,2096
"499";"Maytenus robusta";"FSN_Plot_025";0,0363
"500";"Sterculia curiosa";"FSN_Plot_025";0,0627
"501";"Hirtella hebeclada";"FSN_Plot_025";0,0656
"502";"Schefflera morototoni";"FSN_Plot_025";0,2562
"503";"Pourouma guianensis";"FSN_Plot_025";0,128839413
"504";"Inga capitata";"FSN_Plot_025";0,0452
"505";"Jacaranda macrantha";"FSN_Plot_025";0,1518
"506";"Siparuna guianensis";"FSN_Plot_025";0,0325
"507";"Siparuna guianensis";"FSN_Plot_025";0,0633
"508";"Siparuna guianensis";"FSN_Plot_025";0,0398
"509";"Sorocea bonplandii";"FSN_Plot_025";0,0395
"510";"Marlierea teuscheriana";"FSN_Plot_025";0,0379
"511";"Bathysa nicholsonii";"FSN_Plot_026";0,0516
"512";"Mollinedia schottiana";"FSN_Plot_026";0,0347
"513";"Aniba firmula";"FSN_Plot_026";0,0347
"514";"Bathysa nicholsonii";"FSN_Plot_026";0,067279587
"515";"Casearia sylvestris";"FSN_Plot_026";0,119
"516";"Phyllostemonodaphne geminiflora";"FSN_Plot_026";0,042
"517";"Piper arboreum";"FSN_Plot_026";0,0586
"518";"Aspidosperma polyneuron";"FSN_Plot_026";0,0576
"519";"Tapirira obtusa";"FSN_Plot_026";0,077
"520";"Amaioua guianensis";"FSN_Plot_026";0,1442
"521";"Alseis floribunda";"FSN_Plot_026";0,0385
"522";"Casearia gossypiosperma";"FSN_Plot_027";0,0853
"523";"Chrysophyllum gonocarpum";"FSN_Plot_027";0,105
"524";"Clarisia ilicifolia";"FSN_Plot_027";0,0337
"525";"Marlierea teuscheriana";"FSN_Plot_027";0,0637
"526";"Xylosma prockia";"FSN_Plot_027";0,0344
"527";"Siparuna guianensis";"FSN_Plot_027";0,0557
"528";"Siparuna guianensis";"FSN_Plot_027";0,0334
"529";"Maytenus robusta";"FSN_Plot_027";0,0372
"530";"Pisonia ambigua";"FSN_Plot_027";0,2967
"531";"Sorocea bonplandii";"FSN_Plot_027";0,0372
"532";"Myrcia splendens";"FSN_Plot_027";0,0407
"533";"Astronium fraxinifolium";"FSN_Plot_027";0,0783
"534";"Siparuna guianensis";"FSN_Plot_027";0,0497
"535";"Calyptranthes brasiliensis";"FSN_Plot_027";0,0668
"536";"Sorocea bonplandii";"FSN_Plot_027";0,0439
"537";"Sorocea bonplandii";"FSN_Plot_027";0,0337
"538";"Siparuna guianensis";"FSN_Plot_027";0,0318
"539";"Protium warmingiana";"FSN_Plot_027";0,3158
"540";"Myrciaria floribunda";"FSN_Plot_027";0,0366
"541";"Protium warmingiana";"FSN_Plot_028";0,2871
"542";"Guatteria australis";"FSN_Plot_028";0,056
"543";"Marlierea teuscheriana";"FSN_Plot_028";0,0812
"544";"Astronium graveolens";"FSN_Plot_028";0,0656
"545";"Virola gardneri";"FSN_Plot_028";0,0573
"546";"Euterpe edulis";"FSN_Plot_028";0,1149
"547";"Apuleia leiocarpa";"FSN_Plot_028";0,0357
"548";"Guarea macrophylla";"FSN_Plot_028";0,3183
"549";"Euterpe edulis";"FSN_Plot_028";0,0929
"550";"Euterpe edulis";"FSN_Plot_028";0,0465
"551";"Guatteria australis";"FSN_Plot_028";0,0777
"552";"Pourouma guianensis";"FSN_Plot_028";0,0573
"553";"Guarea macrophylla";"FSN_Plot_028";0,2642
"554";"Clarisia ilicifolia";"FSN_Plot_029";0,0926
"555";"Guapira opposita";"FSN_Plot_029";0,0945
"556";"Guatteria australis";"FSN_Plot_029";0,0525
"557";"Amaioua guianensis";"FSN_Plot_029";0,063
"558";"Euterpe edulis";"FSN_Plot_029";0,1025
"559";"Guatteria australis";"FSN_Plot_029";0,0442
"560";"Myrcia laxiflora";"FSN_Plot_029";0,0614
"561";"Salicaceae";"FSN_Plot_029";0,0535
"562";"Marlierea excoriata";"FSN_Plot_029";0,0385
"563";"Siparuna guianensis";"FSN_Plot_029";0,0802
"564";"Astrocaryum aculeatissimum";"FSN_Plot_029";0,1041
"565";"Astrocaryum aculeatissimum";"FSN_Plot_029";0,1241
"566";"Croton floribundus";"FSN_Plot_029";0,078
"567";"Neomitranthes";"FSN_Plot_029";0,060813729
"568";"Guatteria australis";"FSN_Plot_029";0,0608
"569";"Bathysa nicholsonii";"FSN_Plot_030";0,1853
"570";"Siparuna guianensis";"FSN_Plot_030";0,0761
"571";"Guatteria australis";"FSN_Plot_030";0,0328
"572";"Myrciaria floribunda";"FSN_Plot_030";0,043
"573";"Aspidosperma polyneuron";"FSN_Plot_030";0,0605
"574";"Marlierea excoriata";"FSN_Plot_030";0,0404
"575";"Urbanodendron verrucosum";"FSN_Plot_030";0,0866
"576";"Myrciaria floribunda";"FSN_Plot_030";0,0347
"577";"Salacia elliptica";"FSN_Plot_030";0,3183
"578";"Virola gardneri";"FSN_Plot_030";0,0353
"579";"Trichilia pallida";"FSN_Plot_030";0,0318
"580";"Protium heptaphyllum";"FSN_Plot_031";0,0328
"581";"Protium warmingiana";"FSN_Plot_031";0,0637
"582";"Eriotheca candolleana";"FSN_Plot_031";0,1518
"583";"Pseudopiptadenia contorta";"FSN_Plot_031";0,3708
"584";"Siparuna guianensis";"FSN_Plot_031";0,0347
"585";"Brosimum guianense";"FSN_Plot_031";0,0331
"586";"Bathysa nicholsonii";"FSN_Plot_031";0,0608
"587";"Sorocea bonplandii";"FSN_Plot_031";0,1439
"588";"Siparuna guianensis";"FSN_Plot_031";0,0583
"589";"Phyllostemonodaphne geminiflora";"FSN_Plot_031";0,0837
"590";"Protium warmingiana";"FSN_Plot_031";0,1015
"591";"Psychotria carthagenensis";"FSN_Plot_031";0,0341
"592";"Casearia ulmifolia";"FSN_Plot_031";0,0366
"593";"Trichilia glabra";"FSN_Plot_031";0,0414
"594";"Phyllostemonodaphne geminiflora";"FSN_Plot_031";0,05741592
"595";"Siparuna guianensis";"FSN_Plot_031";0,0503
"596";"Astronium graveolens";"FSN_Plot_031";0,0532
"597";"Siparuna guianensis";"FSN_Plot_031";0,0318
"598";"Siparuna guianensis";"FSN_Plot_031";0,0522
"599";"Siparuna guianensis";"FSN_Plot_031";0,0538
"600";"Siparuna guianensis";"FSN_Plot_031";0,0337
"601";"Phyllostemonodaphne geminiflora";"FSN_Plot_031";0,3126
"602";"Brosimum guianense";"FSN_Plot_031";0,3485
"603";"Phyllostemonodaphne geminiflora";"FSN_Plot_031";0,0503
"604";"Trichilia glabra";"FSN_Plot_032";0,0417
"605";"Phyllostemonodaphne geminiflora";"FSN_Plot_032";0,0325
"606";"Inga capitata";"FSN_Plot_032";0,0589
"607";"Calyptranthes brasiliensis";"FSN_Plot_032";0,0318
"608";"Phyllostemonodaphne geminiflora";"FSN_Plot_032";0,0423
"609";"Siparuna guianensis";"FSN_Plot_032";0,0407
"610";"Ocotea odorifera";"FSN_Plot_032";0,0563
"611";"Protium warmingiana";"FSN_Plot_032";0,043
"612";"Carpotroche brasiliensis";"FSN_Plot_032";0,0535
"613";"Phyllostemonodaphne geminiflora";"FSN_Plot_032";0,036455137
"614";"Marlierea excoriata";"FSN_Plot_032";0,0328
"615";"Guatteria australis";"FSN_Plot_032";0,0477
"616";"Maclura tinctoria";"FSN_Plot_032";0,2263
"617";"Tapirira obtusa";"FSN_Plot_032";0,0318
"618";"Inga capitata";"FSN_Plot_032";0,0608
"619";"Sorocea bonplandii";"FSN_Plot_032";0,0961
"620";"Brosimum guianense";"FSN_Plot_032";0,0732
"621";"Nyctaginaceae";"FSN_Plot_032";0,05
"622";"Bathysa nicholsonii";"FSN_Plot_032";0,130184978
"623";"Ficus luschnathiana";"FSN_Plot_033";0,1391
"624";"Calyptranthes brasiliensis";"FSN_Plot_033";0,049
"625";"Casearia ulmifolia";"FSN_Plot_033";0,2336
"626";"Myrciaria floribunda";"FSN_Plot_033";0,0401
"627";"Brosimum guianense";"FSN_Plot_033";0,0458
"628";"Marlierea teuscheriana";"FSN_Plot_033";0,0541
"629";"Trichilia glabra";"FSN_Plot_033";0,0366
"630";"Neomitranthes";"FSN_Plot_033";0,0334
"631";"Urbanodendron verrucosum";"FSN_Plot_033";0,0551
"632";"Siparuna guianensis";"FSN_Plot_033";0,0637
"633";"Amaioua guianensis";"FSN_Plot_033";0,1553
"634";"Guarea pendula";"FSN_Plot_033";0,0637
"635";"Tetrastylidium grandifolium";"FSN_Plot_033";0,0446
"636";"Guarea pendula";"FSN_Plot_033";0,0509
"637";"Protium warmingiana";"FSN_Plot_033";0,1763
"638";"Myrciaria floribunda";"FSN_Plot_033";0,0583
"639";"Siparuna guianensis";"FSN_Plot_033";0,0509
"640";"Casearia ulmifolia";"FSN_Plot_033";0,1337
"641";"Marlierea teuscheriana";"FSN_Plot_033";0,0646
"642";"Eugenia lambertiana";"FSN_Plot_033";0,064
"643";"Phyllostemonodaphne geminiflora";"FSN_Plot_033";0,096705931
"644";"Virola gardneri";"FSN_Plot_033";0,0325
"645";"Phyllostemonodaphne geminiflora";"FSN_Plot_033";0,0914
"646";"Protium warmingiana";"FSN_Plot_034";0,0824
"647";"Ixora gardneriana";"FSN_Plot_034";0,0525
"648";"Siparuna guianensis";"FSN_Plot_034";0,0468
"649";"Pseudopiptadenia contorta";"FSN_Plot_034";0,0512
"650";"Piptadenia gonoacantha";"FSN_Plot_034";0,4743
"651";"Astronium graveolens";"FSN_Plot_034";0,0544
"652";"Bathysa nicholsonii";"FSN_Plot_034";0,1502
"653";"Bathysa nicholsonii";"FSN_Plot_034";0,0462
"654";"Cariniana estrellensis";"FSN_Plot_034";0,0334
"655";"Siparuna guianensis";"FSN_Plot_034";0,0446
"656";"Ocotea silvestris";"FSN_Plot_034";0,0659
"657";"Nectandra lanceolata";"FSN_Plot_034";0,0318
"658";"Cupania vernalis";"FSN_Plot_034";0,0974
"659";"Brosimum guianense";"FSN_Plot_034";0,113
"660";"Swartzia myrtifolia";"FSN_Plot_034";0,0812
"661";"Aspidosperma polyneuron";"FSN_Plot_034";0,1041
"662";"Piper arboreum";"FSN_Plot_034";0,0576
"663";"Pouteria caimito";"FSN_Plot_034";0,0563
"664";"Guatteria australis";"FSN_Plot_034";0,1079
"665";"Sorocea bonplandii";"FSN_Plot_034";0,0974
"666";"Piper arboreum";"FSN_Plot_034";0,0347
"667";"Pourouma guianensis";"FSN_Plot_034";0,1108
"668";"Aniba firmula";"FSN_Plot_034";0,0458
"669";"Siparuna guianensis";"FSN_Plot_034";0,0347
"670";"Siparuna guianensis";"FSN_Plot_035";0,0385
"671";"Astronium fraxinifolium";"FSN_Plot_035";0,0535
"672";"Brosimum guianense";"FSN_Plot_035";0,0713
"673";"Cecropia hololeuca";"FSN_Plot_035";0,3285
"674";"Siparuna guianensis";"FSN_Plot_035";0,0627
"675";"Astronium fraxinifolium";"FSN_Plot_035";0,0891
"676";"Maytenus robusta";"FSN_Plot_035";0,0331
"677";"Eugenia lambertiana";"FSN_Plot_035";0,0321
"678";"Trichilia catigua";"FSN_Plot_035";0,0417
"679";"Virola gardneri";"FSN_Plot_035";0,0318
"680";"Piper arboreum";"FSN_Plot_035";0,0382
"681";"Protium heptaphyllum";"FSN_Plot_035";0,17
"682";"Amaioua guianensis";"FSN_Plot_035";0,0321
"683";"Myrciaria floribunda";"FSN_Plot_035";0,0646
"684";"Siparuna guianensis";"FSN_Plot_035";0,1028
"685";"Chrysophyllum lucentifolium";"FSN_Plot_035";0,0573
"686";"Protium warmingiana";"FSN_Plot_035";0,0325
"687";"Ocotea odorifera";"FSN_Plot_035";0,0907
"688";"Marlierea excoriata";"FSN_Plot_035";0,0446
"689";"Guarea macrophylla";"FSN_Plot_035";0,0512
"690";"Siparuna guianensis";"FSN_Plot_035";0,0748
"691";"Bathysa nicholsonii";"FSN_Plot_035";0,0471
"692";"Sorocea bonplandii";"FSN_Plot_035";0,1194
"693";"Eugenia lambertiana";"FSN_Plot_035";0,0366
"694";"Urbanodendron verrucosum";"FSN_Plot_035";0,035
"695";"Miconia tristis";"FSN_Plot_035";0,0401
"696";"Sterculia curiosa";"FSN_Plot_035";0,0637
"697";"Pisonia ambigua";"FSN_Plot_035";0,0328
"698";"Siparuna guianensis";"FSN_Plot_035";0,0455
"699";"Sterculia curiosa";"FSN_Plot_035";0,036
"700";"Helicostylis tomentosa";"FSN_Plot_036";0,0624
"701";"Guarea macrophylla";"FSN_Plot_036";0,0525
"702";"Astronium fraxinifolium";"FSN_Plot_036";0,0789
"703";"Cariniana estrellensis";"FSN_Plot_036";0,0341
"704";"Siparuna guianensis";"FSN_Plot_036";0,0318
"705";"Siparuna guianensis";"FSN_Plot_036";0,0474
"706";"Marlierea teuscheriana";"FSN_Plot_036";0,0325
"707";"Pseudopiptadenia contorta";"FSN_Plot_036";0,0719
"708";"Alseis floribunda";"FSN_Plot_036";0,0493
"709";"Copaifera langsdorffii";"FSN_Plot_036";0,0334
"710";"Sorocea bonplandii";"FSN_Plot_036";0,0748
"711";"Guatteria australis";"FSN_Plot_036";0,0567
"712";"Astronium fraxinifolium";"FSN_Plot_036";0,0551
"713";"Alchornea glandulosa";"FSN_Plot_036";0,0331
"714";"Astronium fraxinifolium";"FSN_Plot_036";0,05
"715";"Solanaceae";"FSN_Plot_036";0,0395
"716";"Piptadenia gonoacantha";"FSN_Plot_037";0,0442
"717";"Sorocea bonplandii";"FSN_Plot_037";0,0468
"718";"Guatteria australis";"FSN_Plot_037";0,3801
"719";"Sorocea bonplandii";"FSN_Plot_037";0,0321
"720";"Siparuna guianensis";"FSN_Plot_037";0,0516
"721";"Rudgea myrsinifolia";"FSN_Plot_037";0,0595
"722";"Protium warmingiana";"FSN_Plot_037";0,0385
"723";"Guatteria australis";"FSN_Plot_037";0,2995
"724";"Virola gardneri";"FSN_Plot_037";0,5013
"725";"Siparuna guianensis";"FSN_Plot_037";0,0455
"726";"Myrcia pubipetala";"FSN_Plot_037";0,0477
"727";"Ocotea silvestris";"FSN_Plot_037";0,0668
"728";"Guatteria australis";"FSN_Plot_037";0,0369
"729";"Phyllostemonodaphne geminiflora";"FSN_Plot_037";0,0407
"730";"Sorocea bonplandii";"FSN_Plot_037";0,0385
"731";"Marlierea teuscheriana";"FSN_Plot_037";0,0643
"732";"Protium warmingiana";"FSN_Plot_037";0,0321
"733";"Salicaceae";"FSN_Plot_038";0,1948
"734";"Protium warmingiana";"FSN_Plot_038";0,0436
"735";"Protium warmingiana";"FSN_Plot_038";0,0509
"736";"Cinnamomum glaziovii";"FSN_Plot_038";0,1607
"737";"Myrciaria floribunda";"FSN_Plot_038";0,0411
"738";"Jacaratia spinosa";"FSN_Plot_038";0,3654
"739";"Ceiba speciosa";"FSN_Plot_038";1,2872
"740";"Protium warmingiana";"FSN_Plot_038";0,0401
"741";"Sorocea bonplandii";"FSN_Plot_038";0,3008
"742";"Protium warmingiana";"FSN_Plot_038";0,0474
"743";"Ocotea odorifera";"FSN_Plot_038";0,0449
"744";"Lafoensia glyptocarpa";"FSN_Plot_038";0,0376
"745";"Hirtella hebeclada";"FSN_Plot_038";0,0458
"746";"Myrcia laxiflora";"FSN_Plot_038";0,0509
"747";"Siparuna guianensis";"FSN_Plot_038";0,0321
"748";"Bathysa nicholsonii";"FSN_Plot_039";0,0484
"749";"Protium warmingiana";"FSN_Plot_039";0,2028
"750";"Lafoensia glyptocarpa";"FSN_Plot_039";0,297
"751";"Ocotea silvestris";"FSN_Plot_039";0,05
"752";"Euterpe edulis";"FSN_Plot_039";0,1245
"753";"Protium warmingiana";"FSN_Plot_039";0,0649
"754";"Tetrastylidium grandifolium";"FSN_Plot_039";0,1416
"755";"Myrciaria floribunda";"FSN_Plot_039";0,0468
"756";"Virola gardneri";"FSN_Plot_039";0,0649
"757";"Siparuna guianensis";"FSN_Plot_039";0,0436
"758";"Myrciaria floribunda";"FSN_Plot_039";0,0395
"759";"Protium warmingiana";"FSN_Plot_039";0,0407
"760";"Protium warmingiana";"FSN_Plot_039";0,0589
"761";"Guatteria australis";"FSN_Plot_039";0,4472
"762";"Phyllostemonodaphne geminiflora";"FSN_Plot_039";0,117977739
"763";"Ocotea dispersa";"FSN_Plot_039";0,1703
"764";"Marlierea excoriata";"FSN_Plot_039";0,0366
"765";"Ocotea silvestris";"FSN_Plot_039";0,2527
"766";"Protium warmingiana";"FSN_Plot_039";0,0385
"767";"Clarisia ilicifolia";"FSN_Plot_040";0,0334
"768";"Myrcia laxiflora";"FSN_Plot_040";0,0503
"769";"Copaifera langsdorffii";"FSN_Plot_040";0,0694
"770";"Clarisia ilicifolia";"FSN_Plot_040";0,050749104
"771";"Protium warmingiana";"FSN_Plot_040";0,049
"772";"Marlierea excoriata";"FSN_Plot_040";0,0376
"773";"Trichilia catigua";"FSN_Plot_040";0,0369
"774";"Guatteria australis";"FSN_Plot_040";0,0949
"775";"Aspidosperma polyneuron";"FSN_Plot_040";0,0996
"776";"Sorocea bonplandii";"FSN_Plot_040";0,0357
"777";"Peltophorum dubium";"FSN_Plot_040";0,1006
"778";"Euterpe edulis";"FSN_Plot_040";0,0471
"779";"Andira fraxinifolia";"FSN_Plot_040";0,0684
"780";"Stylogyne pauciflora";"FSN_Plot_040";0,0627
"781";"Casearia ulmifolia";"FSN_Plot_040";0,0353
"782";"Copaifera langsdorffii";"FSN_Plot_041";0,3368
"783";"Casearia ulmifolia";"FSN_Plot_041";0,2336
"784";"Siparuna guianensis";"FSN_Plot_041";0,0433
"785";"Myrciaria floribunda";"FSN_Plot_041";0,0366
"786";"Xylopia sericea";"FSN_Plot_041";0,1362
"787";"Bathysa nicholsonii";"FSN_Plot_041";0,0891
"788";"Sorocea bonplandii";"FSN_Plot_041";0,0716
"789";"Amaioua guianensis";"FSN_Plot_041";0,1528
"790";"Siparuna guianensis";"FSN_Plot_041";0,0942
"791";"Schefflera morototoni";"FSN_Plot_041";0,1868
"792";"Bathysa";"FSN_Plot_041";0,0761
"793";"Amaioua guianensis";"FSN_Plot_041";0,1471
"794";"Alseis floribunda";"FSN_Plot_041";0,0414
"795";"Sorocea bonplandii";"FSN_Plot_041";0,0637
"796";"Marlierea excoriata";"FSN_Plot_041";0,0455
"797";"Maclura tinctoria";"FSN_Plot_041";0,1741
"798";"Sorocea bonplandii";"FSN_Plot_041";0,121
"799";"Euterpe edulis";"FSN_Plot_041";0,0468
"800";"Calyptranthes brasiliensis";"FSN_Plot_041";0,05
"801";"Tetrastylidium grandifolium";"FSN_Plot_041";0,0541
"802";"Protium warmingiana";"FSN_Plot_042";0,0398
"803";"Phyllostemonodaphne geminiflora";"FSN_Plot_042";0,0649
"804";"Siparuna guianensis";"FSN_Plot_042";0,0442
"805";"Mabea fistulifera";"FSN_Plot_042";0,0337
"806";"Casearia ulmifolia";"FSN_Plot_042";0,227
"807";"Ocotea odorifera";"FSN_Plot_042";0,1187
"808";"Eugenia lambertiana";"FSN_Plot_042";0,0509
"809";"Siparuna guianensis";"FSN_Plot_042";0,0347
"810";"Siparuna guianensis";"FSN_Plot_042";0,0388
"811";"Siparuna guianensis";"FSN_Plot_042";0,0551
"812";"Inga capitata";"FSN_Plot_042";0,0547
"813";"Phyllostemonodaphne geminiflora";"FSN_Plot_042";0,0376
"814";"Siparuna guianensis";"FSN_Plot_042";0,0583
"815";"Bathysa nicholsonii";"FSN_Plot_042";0,1203
"816";"Inga vera";"FSN_Plot_043";0,204
"817";"Pouteria caimito";"FSN_Plot_043";0,0783
"818";"Matayba elaeagnoides";"FSN_Plot_043";0,0318
"819";"Phyllostemonodaphne geminiflora";"FSN_Plot_043";0,1445
"820";"Amaioua guianensis";"FSN_Plot_043";0,1175
"821";"Siparuna guianensis";"FSN_Plot_043";0,0611
"822";"Sorocea hilariana";"FSN_Plot_043";0,0392
"823";"Pouteria caimito";"FSN_Plot_043";0,0321
"824";"Pera glabrata";"FSN_Plot_043";0,0493
"825";"Pouteria caimito";"FSN_Plot_043";0,0691
"826";"Siparuna guianensis";"FSN_Plot_043";0,0544
"827";"Bathysa nicholsonii";"FSN_Plot_043";0,0382
"828";"Psychotria carthagenensis";"FSN_Plot_043";0,0382
"829";"Eugenia dodonaeifolia";"FSN_Plot_043";0,0497
"830";"Marlierea excoriata";"FSN_Plot_043";0,035
"831";"Neomitranthes";"FSN_Plot_043";0,0506
"832";"Marlierea excoriata";"FSN_Plot_043";0,0481
"833";"Virola gardneri";"FSN_Plot_043";0,0532
"834";"Siparuna guianensis";"FSN_Plot_043";0,057
"835";"Ocotea silvestris";"FSN_Plot_043";0,1353
"836";"Siparuna guianensis";"FSN_Plot_043";0,0353
"837";"Calyptranthes brasiliensis";"FSN_Plot_044";0,0557
"838";"Guettarda viburnoides";"FSN_Plot_044";0,063
"839";"Pseudopiptadenia contorta";"FSN_Plot_044";0,17
"840";"Protium warmingiana";"FSN_Plot_044";0,0318
"841";"Bathysa nicholsonii";"FSN_Plot_044";0,0522
"842";"Myrciaria floribunda";"FSN_Plot_044";0,0398
"843";"Sorocea bonplandii";"FSN_Plot_044";0,07
"844";"Luehea grandiflora";"FSN_Plot_044";0,148
"845";"Eriotheca candolleana";"FSN_Plot_044";0,0885
"846";"Casearia ulmifolia";"FSN_Plot_044";0,1719
"847";"Siparuna guianensis";"FSN_Plot_044";0,0372
"848";"Protium warmingiana";"FSN_Plot_044";0,1385
"849";"Pouteria caimito";"FSN_Plot_044";0,0659
"850";"Brosimum guianense";"FSN_Plot_044";0,0372
"851";"Phyllostemonodaphne geminiflora";"FSN_Plot_044";0,0961
"852";"Siparuna guianensis";"FSN_Plot_044";0,0828
"853";"Trichilia glabra";"FSN_Plot_044";0,0611
"854";"Sloanea hirsuta";"FSN_Plot_044";0,0818
"855";"Pseudopiptadenia contorta";"FSN_Plot_044";0,0907
"856";"Myrciaria floribunda";"FSN_Plot_044";0,0723
"857";"Tovomitopsis saldanhae";"FSN_Plot_044";0,1143
"858";"Bathysa nicholsonii";"FSN_Plot_045";0,0847
"859";"Calyptranthes brasiliensis";"FSN_Plot_045";0,0522
"860";"Siparuna guianensis";"FSN_Plot_045";0,0398
"861";"Marlierea excoriata";"FSN_Plot_045";0,0525
"862";"Trattinnickia";"FSN_Plot_045";0,4806
"863";"Pourouma guianensis";"FSN_Plot_045";0,1331
"864";"Persea pyrifolia";"FSN_Plot_045";0,1534
"865";"Salacia elliptica";"FSN_Plot_045";0,1537
"866";"Virola bicuhyba";"FSN_Plot_045";0,0627
"867";"Mouriri glazioviana";"FSN_Plot_045";0,0388
"868";"Protium warmingiana";"FSN_Plot_045";0,0939
"869";"Virola gardneri";"FSN_Plot_045";0,0318
"870";"Virola gardneri";"FSN_Plot_045";0,0637
"871";"Guatteria australis";"FSN_Plot_045";0,1152
"872";"Siparuna guianensis";"FSN_Plot_045";0,0551
"873";"Tapirira guianensis";"FSN_Plot_045";0,0474
"874";"Vernonanthura diffusa";"FSN_Plot_045";0,1429
"875";"Siparuna guianensis";"FSN_Plot_045";0,0379
"876";"Marlierea excoriata";"FSN_Plot_045";0,0318
"877";"Virola gardneri";"FSN_Plot_045";0,0481
"878";"Siparuna guianensis";"FSN_Plot_045";0,057
"879";"Bathysa nicholsonii";"FSN_Plot_045";0,1305
"880";"Carpotroche brasiliensis";"FSN_Plot_045";0,0592
"881";"Hymenaea";"FSN_Plot_046";0,0742
"882";"Sorocea bonplandii";"FSN_Plot_046";0,0407
"883";"Carpotroche brasiliensis";"FSN_Plot_046";0,0493
"884";"Sorocea bonplandii";"FSN_Plot_046";0,0945
"885";"Siparuna guianensis";"FSN_Plot_046";0,0439
"886";"Brosimum guianense";"FSN_Plot_046";0,0366
"887";"Siparuna guianensis";"FSN_Plot_046";0,0382
"888";"Pourouma guianensis";"FSN_Plot_046";0,3578
"889";"Marlierea excoriata";"FSN_Plot_046";0,0446
"890";"Protium warmingiana";"FSN_Plot_046";0,0366
"891";"Maytenus robusta";"FSN_Plot_046";0,0595
"892";"Inga capitata";"FSN_Plot_046";0,0541
"893";"Protium warmingiana";"FSN_Plot_046";0,0385
"894";"Swartzia acutifolia";"FSN_Plot_046";0,1802
"895";"Protium warmingiana";"FSN_Plot_046";0,2298
"896";"Jacaranda macrantha";"FSN_Plot_046";0,2362
"897";"Neomitranthes";"FSN_Plot_046";0,1362
"898";"Guarea macrophylla";"FSN_Plot_046";0,0576
"899";"Siparuna guianensis";"FSN_Plot_046";0,0353
"900";"Siparuna guianensis";"FSN_Plot_046";0,1044
"901";"Astronium fraxinifolium";"FSN_Plot_047";0,0372
"902";"Dendropanax cuneatus";"FSN_Plot_047";0,072449498
"903";"Sapium glandulosum";"FSN_Plot_047";0,1445
"904";"Protium warmingiana";"FSN_Plot_047";0,1381
"905";"Alseis floribunda";"FSN_Plot_047";0,0563
"906";"Astronium graveolens";"FSN_Plot_047";0,0366
"907";"Euterpe edulis";"FSN_Plot_047";0,0551
"908";"Maytenus robusta";"FSN_Plot_047";0,0952
"909";"Protium warmingiana";"FSN_Plot_047";0,0532
"910";"Maytenus robusta";"FSN_Plot_047";0,0525
"911";"Hieronyma alchorneoides";"FSN_Plot_047";0,2976
"912";"Protium warmingiana";"FSN_Plot_047";0,0404
"913";"Sorocea bonplandii";"FSN_Plot_047";0,0516
"914";"Piper arboreum";"FSN_Plot_047";0,0366
"915";"Guatteria australis";"FSN_Plot_047";0,2827
"916";"Myrciaria floribunda";"FSN_Plot_047";0,0449
