UA;Agonandra excelsa;Alsophila setosa;Annona emarginata;Aspidosperma parvifolium;Byrsonima ligustrifolia;Calyptranthes concinna;Campomanesia xanthocarpa;Casearia sylvestris;Cedrela fissilis;Cinnamomum sellowianum;Clethra scabra;Cryptocarya aschersoniana;Cryptocarya mandioccana;Cupania vernalis;Cyathea corcovadensis;Cyathea phalerata;Dalbergia brasiliensis;Eugenia involucrata;Gochnatia polymorpha;Guatteria australis;Ilex brevicuspis;Ilex dumosa;Ilex theezans;Jacaranda micrantha;Lithrea brasiliensis;Machaerium hirtum;Matayba intermedia;Mollinedia clavigera;Myrcia catharinensis;Myrcia palustris;Myrcia splendens;Myrsine coriacea;Myrsine gardneriana;Myrsine parvula;Myrsine umbellata;Nectandra lanceolata;Ocotea glaziovii;Ocotea indecora;Ocotea nectandrifolia;Ocotea odorifera;Ocotea porosa;Ocotea puberula;Ocotea silvestris;Pinus elliottii;Piptocarpha axillaris;Piptocarpha regnellii;Psychotria vellosiana;Roupala montana;Syagrus romanzoffiana;Vernonanthura discolor;Alchornea triplinervia;Cabralea canjerana;Chionanthus trichotomus;Cinnamodendron dinisii;Coussarea contracta;Dicksonia sellowiana;Drimys brasiliensis;Ilex paraguariensis;Lamanonia ternata;Meliosma sellowii;Myrcia pulchra;Myrcia retorta;Nectandra megapotamica;Ocotea corymbosa;Ocotea daphnifolia;Ocotea pulchella;Persea alba;Persea willdenovii;Piptocarpha angustifolia;Prunus myrtifolia;Symplocos glandulosomarginata;Symplocos tetrandra;Tibouchina sellowiana;Albizia edwallii;Allophylus edulis;Aniba firmula;Annona cacans;Annona neosalicifolia;Annona sylvatica;Calyptranthes grandifolia;Cordia ecalyculata;Eugenia multicostata;Eugenia ramboi;Ficus luschnathiana;Hovenia dulcis;Inga marginata;Lonchocarpus cultratus;Luehea divaricata;Machaerium stipitatum;Myrcia pubipetala;Myrocarpus frondosus;Ocotea catharinensis;Piptadenia paniculata;Pseudobombax grandiflorum;Ruprechtia laxiflora;Schefflera morototoni;Schinus terebinthifolius;Seguieria aculeata;Sessea regnellii;Solanum sanctaecatharinae;Sorocea bonplandii;Tabernaemontana catharinensis;Tetrorchidium rubrivenium;Zollernia ilicifolia;Aspidosperma australe;Casearia decandra;Chionanthus micranthus;Cinnamomum ;Cinnamomum hatschbachii;Coccoloba warmingii;Erythroxylum cuneifolium;Inga sessilis;Jacaranda puberula;Myrceugenia myrcioides;Myrcia brasiliensis;Myrcia guianensis;Nectandra puberula;Ocotea bicolor;Ocotea vaccinioides;Ormosia arborea;Pera glabrata;Pimenta pseudocaryophyllus;Piptocarpha organensis;Plinia pseudodichasiantha;Posoqueria latifolia;Pterocarpus rohrii;Schefflera angustissima;Sloanea hirsuta;Solanum bullatum;Styrax acuminatus;Symplocos tenuifolia;Zanthoxylum rhoifolium;Alseis floribunda;Casearia obliqua;Chionanthus filiformis;Chrysophyllum gonocarpum;Chrysophyllum inornatum;Chrysophyllum viride;Cinnamomum glaziovii;Citronella paniculata;Copaifera trapezifolia;Coutarea hexandra;Duguetia lanceolata;Eugenia beaurepairiana;Eugenia cereja;Eugenia handroana;Eugenia rostrifolia;Guapira opposita;Heisteria silvianii;Machaerium paraguariense;Maytenus gonoclada;Mollinedia triflora;Muellera campestris;Myrcia anacardiifolia;Myrcia glabra;Myrcia neotomentosa;Nectandra oppositifolia;Ocotea elegans;Pisonia ambigua;Plinia rivularis;Trema micrantha;Cordiera concolor;Daphnopsis fasciculata;Erythroxylum deciduum;Ficus cestrifolia;Ilex microdonta;Machaerium brasiliense;Myrcia aethusa;Myrcia excoriata;Nectandra grandiflora;Sapium glandulosum;Weinmannia paulliniifolia;Alchornea glandulosa;Alchornea sidifolia;Annona neosericea;Bathysa australis;Coussapoa microcarpa;Cyathea delgadii;Endlicheria paniculata;Ficus adhatodifolia;Guarea macrophylla;Hieronyma alchorneoides;Nectandra leucantha;Seguieria langsdorffii;Solanum pseudoquina;Aspidosperma tomentosum;Campomanesia guaviroba;Magnolia ovata;Matayba elaeagnoides;Miconia cabucu;Nectandra membranacea;Ocotea mandioccana;Xylosma pseudosalzmannii;Abarema langsdorffii;Boehmeria caudata;Buchenavia kleinii;Calyptranthes lucida;Chrysophyllum marginatum;Eugenia verticillata;Euterpe edulis;Phytolacca dioica;Vernonanthura divaricata;Vernonanthura puberula;Actinostemon concolor;Aiouea saligna;Brosimum lactescens;Eugenia bacopari;Faramea montevidensis;Hirtella hebeclada;Miconia budlejoides;Myrcia neoriedeliana;Myrcia tijucensis;Pausandra morisiana;Protium kleinii;Psychotria nuda;Rudgea jasminoides;Tapirira guianensis;Virola bicuhyba;Xylopia brasiliensis;Aegiphila integrifolia;Amaioua guianensis;Aspidosperma ramiflorum;Cecropia glaziovii;Eugenia brevistyla;Eugenia kleinii;Inga sellowiana;Inga vera;Jacaratia spinosa;Marlierea silvatica;Maytenus muelleri;Neomitranthes glomerata;Sloanea guianensis;Trichilia lepidota;Calyptranthes strigipes;Clusia criuva;Cordia silvestris;Dalbergia frutescens;Garcinia gardneriana;Miconia cinnamomifolia;Myrceugenia ovalifolia;Myrcia dichrophylla;Myrcia spectabilis;Myrsine lancifolia;Ocotea aciphylla;Ocotea lanata;Ocotea lancifolia;Ocotea pulchra;Podocarpus sellowii;Psidium longipetiolatum;Psidium myrtoides;Vantanea compacta;Clethra uleana;Esenbeckia grandiflora;Eugenia brasiliensis;Eugenia cerasiflora;Laplacea fructicosa;Ouratea parviflora;Blepharocalyx salicifolius;Calyptranthes pileata;Eugenia melanogyna;Miconia cubatanensis;Myrceugenia bracteosa;Myrceugenia seriatoramosa;Ouratea vaccinioides;Pouteria venosa;Siphoneugena reitzii;Tibouchina dusenii;Mollinedia schottiana;Myrcia undulata;Tocoyena sellowiana;Vitex megapotamica;Bauhinia forficata;Campomanesia reitziana;Eugenia excelsa;Eugenia neoverrucosa;Solanum rufescens;Podocarpus lambertii;Andira fraxinifolia;Aparisthmium cordatum;Brosimum glaziovii;Ficus gomelleira;Handroanthus umbellatus;Maclura tinctoria;Piptadenia gonoacantha;Platymiscium floribundum;Psychotria carthagenensis;Schizolobium parahyba;Casearia lasiophylla;Luetzelburgia guaissara;Mimosa scabrella;Mollinedia blumenaviana;Myrceugenia cucullata;Solanum reitzii;Eugenia umbellata;Myrciaria floribunda;Cariniana estrellensis;Cinnamomum triplinerve;Erythrina falcata;Inga edulis;Tibouchina pulchra;Vernonanthura montevidensis;Miconia valtheri;Cinnamomum pseudoglaziovii;Eugenia nutans;Myrcia heringii;Psychotria suterella;Symplocos nitidiflora;Weinmannia discolor;Allophylus petiolulatus;Hedyosmum brasiliense;Pourouma guianensis;Marlierea reitzii;Myrcia flagellaris;Psidium cattleianum;Pachystroma longifolium;Myrsine hermogenesii;Ocotea dispersa;Quiina glazovii;Trichilia casaretti;Tibouchina granulosa;Cyathea atrovirens;Styrax glabratus;Eugenia pruinosa;Manilkara subsericea;Attalea dubia;Colubrina glandulosa;Dahlstedtia muehlbergiana;Myrsine parvifolia;Zanthoxylum petiolare;Baccharis oreophila;Bougainvillea glabra;Cordia trichotoma;Hennecartia omphalandra;Urera baccifera;Symplocos estrellensis;Croton macrobothrys;Diospyros inconstans;Eugenia platysema;Sloanea garckeana;Cyathea gardneri;Myrceugenia miersiana;Solanum mauritianum;Cestrum intermedium;Holocalyx balansae;Myrcia hatschbachii;Trichilia clausseni;Diatenopteryx sorbifolia;Cupania oblongifolia;Calyptranthes tricona;Inga subnuda;Calophyllum brasiliense;Ilex pseudobuxus;Miconia ligustroides;Tibouchina trichopoda;Calyptranthes hatschbachii;Myrsine venosa;Symplocos corymboclados;Ilex taubertiana
568;0;23,68421053;0;0;2,631578947;0;0;7,894736842;5,263157895;0;10,52631579;0;2,631578947;7,894736842;0;2,631578947;2,631578947;0;0;10,52631579;0;0;0;10,52631579;0;2,631578947;2,631578947;0;0;0;5,263157895;0;0;0;2,631578947;10,52631579;0;0;5,263157895;36,84210526;0;0;28,94736842;0;5,263157895;0;73,68421053;0;7,894736842;2,631578947;0;7,894736842;2,631578947;0;0;0;0;5,263157895;0;0;0;0;0;0;0;0;0;5,263157895;18,42105263;0;0;0;0;2,631578947;0;0;2,631578947;0;5,263157895;5,263157895;2,631578947;0;2,631578947;0;0;0;2,631578947;0;2,631578947;0;0;0;0;0;0;2,631578947;0;0;28,94736842;0;10,52631579;10,52631579;0;0;0;2,631578947;0;0;0;2,631578947;0;0;2,631578947;0;0;0;0;0;0;0;0;0;0;0;0;0;2,631578947;0;0;13,15789474;0;2,631578947;2,631578947;10,52631579;0;0;0;0;7,894736842;0;0;0;31,57894737;2,631578947;0;0;0;0;0;0;2,631578947;7,894736842;0;2,631578947;0;0;2,631578947;15,78947368;0;0;0;0;0;0;0;0;0;0;0;0;2,631578947;0;0;10,52631579;0;0;0;0;0;0;0;0;0;5,263157895;0;10,52631579;10,52631579;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,894736842;10,52631579;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,263157895;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,631578947;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,263157895;2,631578947;10,52631579;2,631578947;5,263157895;39,47368421;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
570;0;55;0;0;0;0;0;22,5;10;0;0;72,5;0;7,5;12,5;0;5;0;0;27,5;0;0;0;0;0;0;2,5;0;0;0;0;0;0;5;5;2,5;2,5;0;2,5;5;0;5;2,5;0;15;0;20;0;2,5;7,5;10;20;0;0;2,5;0;0;2,5;0;0;0;0;2,5;0;0;0;0;25;7,5;2,5;0;0;0;0;7,5;0;0;0;2,5;0;0;0;0;2,5;0;0;0;0;0;0;5;10;0;0;0;10;0;0;0;12,5;2,5;0;0;5;2,5;0;0;0;0;20;0;0;27,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,5;15;0;0;0;0;0;2,5;7,5;0;7,5;0;0;0;0;0;0;0;0;0;2,5;0;0;2,5;0;0;0;0;0;0;0;2,5;0;0;0;0;0;0;0;0;0;5;0;0;0;0;22,5;0;0;0;0;2,5;0;25;5;0;0;0;0;0;2,5;2,5;0;0;0;0;0;35;0;2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;7,5;0;0;0;0;2,5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,5;0;2,5;0;0;2,5;2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
571;0;73,36956522;0;0;5,434782609;0;0;29,89130435;5,434782609;0;0;0;0;0;0;32,60869565;0;0;0;2,717391304;0;0;0;5,434782609;0;0;2,717391304;0;0;0;0;0;0;0;0;0;0;0;2,717391304;0;0;0;0;0;2,717391304;0;5,434782609;0;0;0;24,45652174;29,89130435;0;0;0;0;0;0;0;43,47826087;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,717391304;5,434782609;5,434782609;0;0;5,434782609;2,717391304;2,717391304;0;0;0;0;0;0;0;8,152173913;0;5,434782609;0;0;0;0;0;0;0;0;2,717391304;0;0;0;13,58695652;0;0;0;0;0;0;2,717391304;0;0;0;0;0;0;0;0;0;0;0;0;2,717391304;0;0;0;8,152173913;0;0;2,717391304;0;0;0;0;0;0;0;0;2,717391304;0;5,434782609;0;0;0;0;24,45652174;0;0;0;0;0;2,717391304;0;0;5,434782609;2,717391304;0;0;2,717391304;0;0;0;0;0;0;0;0;0;0;0;0;0;5,434782609;8,152173913;0;0;2,717391304;0;0;13,58695652;0;0;0;0;0;2,717391304;0;0;0;13,58695652;0;0;0;0;0;10,86956522;0;46,19565217;0;0;0;0;2,717391304;2,717391304;0;0;5,434782609;0;0;5,434782609;0;0;0;0;0;0;0;0;0;0;2,717391304;2,717391304;0;0;0;0;5,434782609;0;0;0;2,717391304;2,717391304;0;0;0;2,717391304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10,86956522;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,152173913;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,717391304;0;0;0;0;0;0;0;0;2,717391304;0;0;2,717391304;2,717391304;2,717391304;8,152173913;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
573;0;10;0;0;0;0;0;0;0;2,5;0;27,5;2,5;15;0;137,5;10;2,5;0;25;0;2,5;2,5;0;0;0;35;0;0;0;2,5;0;20;0;2,5;0;15;0;0;2,5;12,5;0;0;0;0;0;2,5;0;0;0;92,5;52,5;2,5;0;20;95;0;0;12,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,5;0;0;0;0;0;0;0;25;0;0;0;7,5;0;0;0;0;7,5;0;0;5;0;0;0;0;0;0;0;0;0;2,5;7,5;0;0;0;0;0;0;0;0;0;22,5;0;0;2,5;0;0;0;0;0;0;0;0;0;0;2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17,5;30;0;0;0;5;20;0;0;2,5;0;0;7,5;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
577;0;17,5;0;0;10;0;0;5;2,5;0;0;12,5;27,5;0;0;75;0;5;0;17,5;0;2,5;2,5;0;0;0;5;0;0;0;0;2,5;0;0;7,5;0;0;0;5;15;0;0;2,5;0;7,5;7,5;22,5;0;0;0;17,5;2,5;0;0;7,5;2,5;0;0;0;0;2,5;0;0;10;0;0;2,5;2,5;2,5;0;0;0;0;5;0;12,5;0;0;0;2,5;0;0;0;0;0;2,5;0;0;0;2,5;0;15;0;2,5;0;0;0;0;0;0;0;0;0;0;52,5;0;0;5;2,5;0;0;2,5;0;0;15;0;0;0;0;2,5;2,5;0;0;0;5;0;0;0;0;0;0;2,5;0;0;0;0;0;2,5;0;0;32,5;0;5;0;2,5;2,5;0;22,5;0;0;7,5;0;0;0;0;0;5;5;0;2,5;5;2,5;0;0;0;2,5;0;0;0;0;0;0;0;0;0;7,5;0;0;0;0;0;7,5;0;0;0;2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;7,5;0;0;0;7,5;5;0;0;0;5;2,5;0;0;0;15;0;0;0;0;0;0;5;0;10;0;0;2,5;0;0;0;0;0;2,5;0;0;0;0;0;0;0;0;0;0;0;7,5;0;0;10;0;0;0;0;0;0;0;0;2,5;0;0;2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
578;0;0;0;0;2,5;0;0;0;0;0;2,5;0;15;2,5;0;97,5;0;20;0;2,5;2,5;5;2,5;0;0;0;42,5;0;5;0;0;0;20;2,5;2,5;0;7,5;0;0;2,5;27,5;0;7,5;0;0;0;15;2,5;0;0;60;17,5;0;0;0;0;0;0;2,5;0;2,5;0;0;7,5;0;0;0;2,5;0;0;0;0;0;0;0;17,5;0;0;0;2,5;0;0;0;2,5;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;2,5;0;0;0;0;0;0;0;5;0;5;2,5;0;2,5;7,5;2,5;0;5;30;22,5;15;2,5;0;2,5;45;0;5;5;0;0;10;0;0;0;35;0;0;0;12,5;0;0;0;0;0;0;0;0;15;0;0;2,5;5;0;2,5;0;0;0;42,5;0;0;0;7,5;0;0;0;10;0;0;2,5;0;0;25;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;2,5;0;0;0;0;0;0;0;0;0;0;0;0;2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,5;0;0;0;0;0;0;0;0;0;0;0;0;2,5;0;2,5;0;5;0;0;0;0;45;0;0;0;0;0;0;0;0;7,5;0;0;0;0;0;0;0;0;0;0;0;2,5;0;0;0;0;0;0;0;0;7,5;0;0;0;0;0;0;0;0;0;0;0;0;0;2,5;0;0;0;0;0;5;0;0;0;0;0;2,5;5;2,5;2,5;2,5;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
579;0;0;0;0;2,551020408;0;0;10,20408163;0;0;0;0;12,75510204;0;0;2,551020408;0;0;0;0;2,551020408;0;2,551020408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,551020408;2,551020408;0;0;0;0;2,551020408;0;0;2,551020408;0;0;0;17,85714286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,102040816;0;0;0;0;0;0;0;0;0;0;0;0;0;7,653061224;0;5,102040816;0;0;0;0;0;0;0;0;2,551020408;0;0;0;17,85714286;0;0;0;0;0;0;2,551020408;0;0;0;0;0;0;0;0;2,551020408;0;0;0;5,102040816;2,551020408;0;0;0;0;0;2,551020408;0;0;0;0;0;7,653061224;0;0;2,551020408;0;0;0;0;0;0;10,20408163;15,30612245;0;5,102040816;0;0;0;0;0;5,102040816;5,102040816;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,102040816;0;2,551020408;25,51020408;0;40,81632653;0;2,551020408;0;40,81632653;0;7,653061224;0;0;0;7,653061224;0;2,551020408;15,30612245;0;0;0;0;0;2,551020408;0;0;89,28571429;0;0;0;0;0;5,102040816;0;2,551020408;20,40816327;7,653061224;0;0;0;2,551020408;0;0;22,95918367;17,85714286;2,551020408;0;2,551020408;0;12,75510204;0;0;2,551020408;0;0;12,75510204;0;2,551020408;51,02040816;2,551020408;7,653061224;0;0;0;0;20,40816327;0;0;0;0;12,75510204;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,551020408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22,95918367;7,653061224;0;0;0;0;7,653061224;5,102040816;0;0;0;0;0;0;0;0;0;2,551020408;0;0;0;0;0;0;0;0;0;0;0;0;2,551020408;5,102040816;10,20408163;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
624;0;87,5;0;0;20;0;0;5;0;2,5;7,5;17,5;22,5;2,5;2,5;145;0;0;0;20;0;0;2,5;0;0;0;0;0;0;0;5;15;0;0;22,5;0;0;0;2,5;25;0;0;2,5;0;30;7,5;17,5;0;0;12,5;10;5;0;0;7,5;2,5;2,5;0;0;0;0;0;0;5;0;0;0;12,5;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;2,5;7,5;0;2,5;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,5;0;0;0;0;0;7,5;2,5;0;0;2,5;0;0;0;0;0;0;0;0;0;0;0;0;5;0;7,5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,5;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
625;0;140;0;0;0;0;0;37,5;7,5;0;0;55;0;0;0;20;2,5;0;0;2,5;2,5;0;0;0;0;0;12,5;0;2,5;0;0;0;0;0;2,5;2,5;0;0;2,5;12,5;0;0;2,5;0;0;0;17,5;0;2,5;2,5;67,5;12,5;0;0;2,5;0;0;0;0;0;2,5;0;2,5;0;0;0;0;0;2,5;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;10;10;0;20;0;0;0;0;0;0;0;5;2,5;0;0;0;12,5;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;2,5;0;0;2,5;0;17,5;0;0;2,5;2,5;0;0;15;0;5;5;0;0;0;0;0;17,5;0;0;0;0;0;0;0;0;2,5;2,5;0;5;10;0;0;0;0;0;0;0;0;0;0;2,5;0;12,5;0;0;0;0;0;0;0;0;0;0;0;0;0;2,5;0;0;0;0;0;0;0;0;0;0;5;2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
631;0;62,16216216;0;0;0;0;2,702702703;8,108108108;18,91891892;0;0;2,702702703;0;0;0;29,72972973;0;0;0;0;0;0;0;0;0;0;2,702702703;0;0;0;0;0;0;0;0;2,702702703;0;0;2,702702703;2,702702703;0;0;0;0;0;0;0;0;0;0;0;10,81081081;0;0;0;0;0;0;0;5,405405405;0;0;0;0;0;0;0;0;5,405405405;0;0;0;0;0;0;2,702702703;0;0;0;0;0;0;0;0;0;0;0;0;0;10,81081081;0;5,405405405;0;0;0;0;0;0;0;0;0;0;0;2,702702703;2,702702703;0;0;0;0;0;0;2,702702703;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,702702703;0;0;0;0;16,21621622;0;8,108108108;0;2,702702703;2,702702703;0;0;0;18,91891892;0;0;0;2,702702703;5,405405405;0;0;0;10,81081081;2,702702703;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,702702703;21,62162162;0;2,702702703;0;0;0;27,02702703;0;2,702702703;2,702702703;0;0;2,702702703;0;0;10,81081081;2,702702703;0;0;0;5,405405405;0;2,702702703;0;67,56756757;0;27,02702703;2,702702703;2,702702703;2,702702703;5,405405405;0;2,702702703;2,702702703;0;0;0;0;0;0;0;0;5,405405405;0;0;0;5,405405405;24,32432432;0;0;0;0;0;8,108108108;0;0;0;0;0;0;0;0;2,702702703;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,702702703;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,405405405;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
633;0;22,5;0;0;10;0;0;2,5;2,5;0;0;12,5;2,5;0;10;32,5;0;2,5;0;2,5;0;0;0;0;0;0;2,5;0;0;0;0;0;0;0;0;0;2,5;0;7,5;5;0;0;0;0;5;0;10;0;0;10;12,5;10;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;5;0;0;0;0;0;0;0;0;2,5;0;0;2,5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2,5;0;0;0;0;2,5;0;0;0;2,5;2,5;0;20;2,5;0;12,5;0;0;0;5;0;12,5;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;50;2,5;0;0;0;0;45;0;0;0;0;2,5;2,5;0;17,5;2,5;12,5;0;0;0;2,5;10;0;0;17,5;0;0;0;0;2,5;25;0;2,5;7,5;7,5;0;10;2,5;10;0;0;17,5;22,5;12,5;0;7,5;0;7,5;0;0;0;0;0;2,5;0;0;75;0;7,5;0;0;0;0;35;0;2,5;0;0;5;0;0;0;0;0;0;2,5;0;0;0;0;0;0;0;0;0;2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,5;12,5;0;0;0;0;0;2,5;7,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;7,5;22,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
